DecisionTreeAuto,ExtraTreesAuto,id
304.28833333333336,308.33207301587305,300001.0
233.2575,236.3221063492063,300002.0
252.02499999999998,274.67715555555554,300003.0
349.11555555555555,376.89687261904766,300004.0
306.08166666666665,321.0738607142857,300005.0
452.11,402.6417654761905,300006.0
415.0811111111111,434.3885357142857,300007.0
186.5633333333333,196.3067507936508,300008.0
540.2285714285715,553.2732496031747,300009.0
487.70666666666665,543.2223071428572,300010.0
286.52000000000004,277.4872765873016,300011.0
260.64142857142855,355.42095555555557,300012.0
171.994,227.34049007936505,300013.0
208.05222222222224,210.83756904761904,300014.0
457.24800000000005,379.8589777777778,300015.0
187.6,177.11068174603176,300016.0
297.0675,253.83024722222225,300017.0
469.8614285714286,486.0884861111111,300018.0
310.27833333333336,298.4845440476191,300019.0
453.16333333333336,467.2983666666667,300020.0
190.67799999999997,214.0346416666667,300021.0
411.1625,386.23634603174605,300022.0
364.13666666666666,396.8831678571428,300023.0
378.216,350.3285567460318,300024.0
327.43375,304.0830523809524,300025.0
239.49375000000003,235.41368412698412,300026.0
299.38666666666666,276.31615555555555,300027.0
374.295,396.50665515873015,300028.0
276.78999999999996,268.4200142857143,300029.0
219.20833333333334,222.1311968253968,300030.0
408.07222222222225,427.20815753968253,300031.0
409.53000000000003,419.4742944444444,300032.0
289.47875000000005,252.66078134920636,300033.0
374.295,417.42612976190475,300034.0
332.21799999999996,371.4875063492064,300035.0
323.55555555555554,284.1100813492063,300036.0
168.51250000000002,157.30710357142857,300037.0
320.498,311.59094960317464,300038.0
155.238,212.5526158730159,300039.0
212.77333333333328,218.97867261904761,300040.0
315.48,331.58597499999996,300041.0
525.2283333333334,547.431990079365,300042.0
289.115,268.00227738095236,300043.0
395.4800000000001,416.27097936507937,300044.0
286.448,261.418169047619,300045.0
308.83599999999996,299.6790507936508,300046.0
297.692,276.56982936507933,300047.0
225.1614285714286,246.68936547619052,300048.0
381.972,384.04069603174605,300049.0
227.61599999999999,264.1565888888889,300050.0
352.14000000000004,313.7104499999999,300051.0
264.95799999999997,290.03422539682543,300052.0
347.1816666666667,300.2338666666666,300053.0
397.10625000000005,355.00069047619047,300054.0
304.21375,325.19700158730154,300055.0
445.7957142857143,305.5590837301587,300056.0
334.72,284.1074750000001,300057.0
408.68833333333333,390.008425,300058.0
267.20571428571424,270.67250198412705,300059.0
263.71000000000004,256.6776178571429,300060.0
359.91333333333336,335.7228119047619,300061.0
189.31833333333336,229.34959642857143,300062.0
204.3311111111111,166.83242103174604,300063.0
368.73,299.43545555555556,300064.0
344.85125,321.15414285714286,300065.0
225.0233333333333,236.21784999999994,300066.0
447.996,431.74972103174593,300067.0
475.6914285714285,466.088244047619,300068.0
418.1477777777778,401.6233873015873,300069.0
302.8233333333333,282.4108738095238,300070.0
231.97833333333332,220.77128055555553,300071.0
350.33000000000004,309.3639329365079,300072.0
317.578,320.6189365079365,300073.0
470.34333333333325,519.0350432539682,300074.0
334.51125,371.9812654761905,300075.0
331.858,300.24879484126984,300076.0
311.07666666666665,308.1459,300077.0
352.404,362.778225,300078.0
228.45999999999998,280.61421547619045,300079.0
189.682,212.32093293650797,300080.0
167.8,209.1482238095238,300081.0
245.32999999999998,276.0476690476191,300082.0
302.20142857142855,305.1662,300083.0
385.54333333333335,309.92196150793654,300084.0
232.07,213.27682460317465,300085.0
250.03166666666667,234.433275,300086.0
318.0488888888889,316.02403690476194,300087.0
262.29833333333335,313.4543535714286,300088.0
432.1757142857142,385.18594166666674,300089.0
238.32444444444445,248.7927010989011,300090.0
346.07000000000005,385.01837301587307,300091.0
218.18200000000002,249.50076666666664,300092.0
169.08285714285714,168.6524380952381,300093.0
395.02125,401.11300634920633,300094.0
259.8975,227.74831150793648,300095.0
459.47,407.0322166666666,300096.0
253.79999999999995,248.0509765873016,300097.0
626.71,565.8620432539683,300098.0
422.08,373.3734595238096,300099.0
243.60142857142858,264.85261150793656,300100.0
295.122,282.85534206349206,300101.0
268.0385714285714,269.4978587301587,300102.0
548.6,569.5556428571429,300103.0
330.81857142857143,305.19927182539675,300104.0
213.70166666666668,268.67465753968247,300105.0
280.3433333333333,333.5431642857143,300106.0
339.752,317.86968293650796,300107.0
292.93666666666667,286.3766158730159,300108.0
275.38,262.10892976190473,300109.0
465.73400000000004,530.1775805555556,300110.0
438.30222222222227,471.6396607142857,300111.0
322.04200000000003,321.68476071428574,300112.0
293.6714285714285,303.6692301587301,300113.0
353.1233333333334,344.8453805555555,300114.0
365.92285714285714,410.8387238095238,300115.0
285.06714285714287,278.7553138888889,300116.0
264.70285714285717,276.7609183261183,300117.0
587.082,593.2949277777777,300118.0
260.98,258.0470984126984,300119.0
198.08499999999995,245.8628361111111,300120.0
271.67285714285714,244.91605119047622,300121.0
466.7733333333333,521.9529285714286,300122.0
218.91,259.68875,300123.0
454.3444444444444,502.69936190476193,300124.0
245.11999999999998,287.7168892857143,300125.0
329.268,341.8472261904762,300126.0
362.32399999999996,420.4336646825397,300127.0
268.4042857142857,272.6302238095238,300128.0
190.47,202.91779642857142,300129.0
288.47714285714284,279.7444646825397,300130.0
244.7233333333333,271.48888571428574,300131.0
312.66,302.08851944444444,300132.0
141.91714285714286,163.82541984126985,300133.0
320.93333333333334,339.93352857142855,300134.0
313.5857142857143,291.6591396825397,300135.0
247.67428571428573,236.73153849206346,300136.0
214.5285714285714,210.4044682539683,300137.0
310.74399999999997,314.3989734126984,300138.0
307.8,300.4796912698413,300139.0
227.87600000000003,293.5744194444445,300140.0
480.808,528.7332753968254,300141.0
240.58250000000004,256.2607785714286,300142.0
272.234,300.8346468253968,300143.0
271.20500000000004,301.8806186507937,300144.0
339.415,322.2294095238095,300145.0
386.555,387.3048511904762,300146.0
231.252,218.87344722222218,300147.0
425.2166666666667,341.8499746031746,300148.0
407.5477777777777,369.5675535714286,300149.0
190.808,183.41624603174608,300150.0
463.93000000000006,452.0330404761905,300151.0
330.5044444444444,322.2584139610389,300152.0
344.8833333333334,376.9652845238095,300153.0
268.0233333333333,332.7325777777778,300154.0
356.9322222222222,326.1308202380952,300155.0
364.548,338.2939988095238,300156.0
385.80777777777774,400.6281071428571,300157.0
243.76800000000003,214.2582638888889,300158.0
297.53833333333336,333.49918730158726,300159.0
215.66555555555556,217.53670238095236,300160.0
275.31142857142856,308.98281785714283,300161.0
233.82999999999998,283.2290444444444,300162.0
310.15000000000003,325.8028035714285,300163.0
424.8455555555555,367.150069047619,300164.0
318.97166666666664,412.0332484126984,300165.0
222.7175,238.51812857142855,300166.0
241.73166666666665,240.2619623015873,300167.0
333.43666666666667,318.619798015873,300168.0
258.624,306.10547142857143,300169.0
199.58,208.04801785714284,300170.0
283.26166666666666,291.7580626984127,300171.0
292.3242857142857,334.87527420634916,300172.0
358.7133333333333,358.8096523809524,300173.0
197.30714285714285,183.2583103174603,300174.0
299.81285714285707,294.33532341269836,300175.0
497.53888888888883,409.37280238095235,300176.0
485.68714285714293,533.9210666666667,300177.0
322.8188888888888,309.8472396825397,300178.0
158.66,176.51613174603176,300179.0
211.54999999999998,237.23803611111111,300180.0
253.79999999999995,265.41755793650793,300181.0
272.234,280.9423396825397,300182.0
211.54999999999998,218.23863531746028,300183.0
200.72857142857146,192.92333333333332,300184.0
294.964,308.4933611111112,300185.0
189.682,253.43574444444448,300186.0
146.57571428571427,164.58286825396823,300187.0
258.24749999999995,318.81369206349206,300188.0
402.1883333333333,376.05099404761893,300189.0
238.118,215.4582575396825,300190.0
340.254,326.87749761904763,300191.0
418.47875,410.7318650793651,300192.0
349.3999999999999,325.51532857142854,300193.0
312.84777777777776,300.39328809523806,300194.0
259.396,276.4454666666667,300195.0
271.1166666666667,311.96071150793654,300196.0
314.3966666666667,329.8930702380952,300197.0
180.8942857142857,223.48602103174602,300198.0
180.8942857142857,218.66509920634923,300199.0
655.5555555555555,519.3102793650794,300200.0
526.7599999999999,463.18761428571423,300201.0
319.30125000000004,367.7940873015873,300202.0
351.375,321.1905797619048,300203.0
265.44000000000005,291.00187341269844,300204.0
332.86999999999995,279.3117904761905,300205.0
284.918,256.93038690476186,300206.0
380.91142857142853,362.3615555555556,300207.0
150.89000000000001,161.8334888888889,300208.0
265.746,262.3415416666666,300209.0
190.808,178.44599484126985,300210.0
165.5842857142857,190.86165912698414,300211.0
226.50799999999998,214.05393015873014,300212.0
378.20142857142855,397.1831670634921,300213.0
485.4883333333333,457.3711309523809,300214.0
183.50444444444443,192.83740476190476,300215.0
281.8066666666667,219.97633095238098,300216.0
270.19111111111107,250.17106428571432,300217.0
256.52,266.74569841269846,300218.0
383.58000000000004,418.122284126984,300219.0
323.3385714285714,280.6500821428572,300220.0
459.51444444444434,520.0561484126983,300221.0
394.9585714285714,454.4606357142857,300222.0
259.7742857142857,272.27135,300223.0
280.3828571428571,261.0738527777778,300224.0
327.40625,310.9229079365079,300225.0
186.95166666666668,176.49540515873014,300226.0
274.97666666666663,288.4017619047619,300227.0
302.39250000000004,273.8137015873016,300228.0
298.0128571428572,326.0506936507937,300229.0
323.3385714285714,279.34959603174605,300230.0
414.52200000000005,396.0689837301587,300231.0
248.602,295.3813857142858,300232.0
356.76,331.7319468253969,300233.0
343.51000000000005,324.1109738095238,300234.0
307.892,287.6508801587301,300235.0
240.83142857142852,250.97200476190477,300236.0
315.7366666666667,325.1243797619048,300237.0
534.9866666666668,587.0526559523811,300238.0
241.84428571428572,249.7732857142857,300239.0
323.00125,318.8143476190476,300240.0
222.60999999999999,260.82979841269844,300241.0
231.19,241.62796825396828,300242.0
243.92499999999998,278.4626066378067,300243.0
429.4925,391.7836345238095,300244.0
239.13,219.87977142857144,300245.0
617.522,641.6929472222222,300246.0
282.24285714285713,296.136751984127,300247.0
292.43142857142857,286.9204452380952,300248.0
296.79857142857145,283.1976583333333,300249.0
324.5566666666667,331.11080714285714,300250.0
323.232,290.43437500000005,300251.0
243.15999999999997,273.5525682539682,300252.0
217.5822222222222,209.30291428571428,300253.0
318.182,296.883192063492,300254.0
318.182,292.3254884920634,300255.0
329.41555555555556,313.05367063492065,300256.0
358.7133333333333,369.6620265873015,300257.0
397.90999999999997,370.76702857142857,300258.0
345.08000000000004,319.9484154761905,300259.0
276.65714285714284,262.4386107142857,300260.0
282.47142857142853,235.81955793650795,300261.0
282.47142857142853,230.04344999999998,300262.0
302.0733333333333,310.89980753968257,300263.0
224.38875,256.06642222222223,300264.0
245.66,259.9395068181818,300265.0
230.98600000000002,227.0686690476191,300266.0
378.21,388.7890726190476,300267.0
306.55999999999995,278.7391051587301,300268.0
430.28000000000003,440.45679960317455,300269.0
245.31857142857143,269.19848452380955,300270.0
505.1114285714285,479.88186825396826,300271.0
178.63857142857142,212.2705142857143,300272.0
363.28625,429.77152380952384,300273.0
258.42,269.41223333333335,300274.0
303.6333333333333,285.43416984126986,300275.0
421.81166666666667,400.9491761904762,300276.0
416.2966666666666,390.4366555555555,300277.0
330.18333333333334,334.6537142857143,300278.0
305.02500000000003,306.94698253968255,300279.0
259.65142857142854,315.03092063492056,300280.0
367.41,358.58899960317456,300281.0
291.46999999999997,250.80401190476195,300282.0
297.61,326.85138095238096,300283.0
289.00749999999994,317.4908341269841,300284.0
294.7875,307.86489365079365,300285.0
368.552,388.249280952381,300286.0
377.20666666666665,344.8318492063492,300287.0
226.7111111111111,253.7940035714286,300288.0
323.07000000000005,324.02335357142863,300289.0
254.93428571428572,285.4295142857143,300290.0
350.65999999999997,366.75202380952385,300291.0
243.4188888888889,277.900575,300292.0
343.7422222222222,388.9330353174603,300293.0
301.0711111111111,469.1419638888889,300294.0
329.66999999999996,311.9606142857143,300295.0
366.18875,361.52908333333335,300296.0
297.57375,343.59712976190474,300297.0
244.63500000000002,221.51064285714284,300298.0
364.04,401.99482777777786,300299.0
430.78125,398.93463214285714,300300.0
504.33125000000007,482.3775789682539,300301.0
504.33125000000007,519.2986873015873,300302.0
268.05,325.5451722222223,300303.0
406.59142857142854,409.0804345238095,300304.0
576.1633333333333,523.7565571428571,300305.0
480.33624999999995,541.1706777777779,300306.0
283.0083333333333,302.7834083333333,300307.0
279.1388888888889,266.12448571428575,300308.0
352.59800000000007,318.0661904761905,300309.0
348.00399999999996,401.5506996031746,300310.0
341.6171428571429,399.8821821428571,300311.0
410.7222222222222,333.83750357142856,300312.0
371.43999999999994,454.40061904761905,300313.0
354.3666666666666,330.0094857142857,300314.0
314.536,325.30895833333335,300315.0
297.79857142857145,302.5093361111111,300316.0
378.8114285714286,360.4387777777778,300317.0
255.47000000000003,296.2815067460317,300318.0
502.78333333333336,509.4149226190476,300319.0
392.77000000000004,396.3377595238095,300320.0
349.64833333333337,350.4689873015873,300321.0
388.065,366.144175,300322.0
477.46714285714285,439.1123603174603,300323.0
388.788,345.07017301587297,300324.0
420.53111111111116,385.58788412698414,300325.0
144.82500000000002,169.3547650793651,300326.0
325.47999999999996,322.3725138888889,300327.0
365.3722222222222,344.27012222222226,300328.0
312.43399999999997,282.1433571428571,300329.0
238.04125,236.91685952380953,300330.0
304.8633333333334,302.23225079365085,300331.0
472.71875,459.98014047619046,300332.0
440.4240000000001,435.3315908730159,300333.0
663.342,585.9463511904762,300334.0
232.96857142857147,268.8293638888889,300335.0
646.2457142857141,697.9473944444445,300336.0
652.13,580.1212984126985,300337.0
289.3,312.7013388888889,300338.0
260.5788888888889,280.13645396825393,300339.0
332.6,369.3016853174604,300340.0
302.798,313.19569722222224,300341.0
240.622,255.53344563492064,300342.0
224.66499999999996,227.21067976190474,300343.0
510.28666666666675,521.1383873015873,300344.0
411.61,380.56343571428573,300345.0
175.32666666666668,209.14756666666668,300346.0
440.74333333333334,364.9474777777777,300347.0
194.748,219.51033055555553,300348.0
261.42625000000004,255.5127273809524,300349.0
378.66999999999996,372.9559047619047,300350.0
189.69833333333335,210.47684126984126,300351.0
424.15,408.76061746031746,300352.0
383.19888888888886,403.91138293650795,300353.0
260.644,248.12500753968257,300354.0
288.1644444444444,312.87683571428573,300355.0
253.164,271.1820928571429,300356.0
272.7057142857143,249.176525,300357.0
261.8211111111111,309.21417857142853,300358.0
198.58,246.81042619047622,300359.0
368.486,334.22084365079365,300360.0
290.14166666666665,312.7263444444444,300361.0
254.04166666666666,274.84157460317465,300362.0
297.9475,253.8660996031746,300363.0
297.9475,233.5886630952381,300364.0
363.04333333333335,409.7247357142857,300365.0
466.5488888888888,457.266026984127,300366.0
280.4214285714285,274.3599388888889,300367.0
201.63166666666666,266.9503686507937,300368.0
404.435,409.60484166666663,300369.0
408.65999999999997,402.37515277777777,300370.0
401.6042857142857,358.2978857142857,300371.0
559.17,480.13570436507933,300372.0
288.3175,318.26346388888885,300373.0
276.8742857142857,323.78811904761903,300374.0
327.3,385.1577865079365,300375.0
403.78,367.8152035714286,300376.0
486.8299999999999,511.1743861111111,300377.0
247.46000000000004,273.05969999999996,300378.0
233.72000000000003,237.77692182539687,300379.0
227.05624999999998,253.87136746031743,300380.0
390.00875,448.3863067460317,300381.0
627.2283333333334,530.2918924603175,300382.0
