ID,CODIS
300001.0,313.02112543012544
300002.0,214.63676050061048
300003.0,267.93392222222224
300004.0,365.40373149255714
300005.0,316.5643691308692
300006.0,398.0341816441728
300007.0,421.02886375870855
300008.0,166.9287577512357
300009.0,558.1007686813188
300010.0,536.0564321428571
300011.0,287.9860381419235
300012.0,279.36183181818177
300013.0,229.2950364485188
300014.0,223.8905720182595
300015.0,389.9382269230769
300016.0,185.90625786435788
300017.0,285.1487146103896
300018.0,494.64773571428566
300019.0,312.4044872550695
300020.0,422.942687912088
300021.0,214.7801525252525
300022.0,405.3186565268065
300023.0,383.0513567765568
300024.0,345.3010591269841
300025.0,310.5452402194211
300026.0,222.4276301892552
300027.0,287.35312439227437
300028.0,391.2997657564657
300029.0,258.9239068931069
300030.0,218.41519780219784
300031.0,405.6501347402598
300032.0,429.3001124431124
300033.0,283.276330952381
300034.0,421.1136298840048
300035.0,360.2250588023088
300036.0,316.1631366910867
300037.0,168.14522485847482
300038.0,328.78254004329006
300039.0,203.00088073593074
300040.0,203.85931666666664
300041.0,318.27662637362636
300042.0,514.104663510101
300043.0,248.40425096570098
300044.0,446.98628997669005
300045.0,259.98554290986783
300046.0,314.5336110778111
300047.0,263.2809283189033
300048.0,225.6815087301587
300049.0,385.18639494390203
300050.0,257.9015265648567
300051.0,318.14490150127654
300052.0,297.08418817016315
300053.0,300.58181757164414
300054.0,356.5829531746032
300055.0,318.1558676767677
300056.0,347.60372096653344
300057.0,282.5735867243867
300058.0,387.11579004884004
300059.0,285.87118495393497
300060.0,256.83690622710617
300061.0,375.123660833903
300062.0,219.4704570707071
300063.0,166.07827261904762
300064.0,335.87614513403264
300065.0,318.4493423409923
300066.0,238.22652705627706
300067.0,455.7093125763125
300068.0,441.1741006146631
300069.0,380.42759880952394
300070.0,299.8292418803419
300071.0,207.9529161172161
300072.0,305.7023491738654
300073.0,331.99699875565614
300074.0,536.4025157647907
300075.0,379.90952027972025
300076.0,302.3811912531913
300077.0,285.11518519813524
300078.0,337.3752143939394
300079.0,279.698230960706
300080.0,224.69365995115996
300081.0,203.5572445887446
300082.0,279.9349238095238
300083.0,292.6374562409812
300084.0,347.46397676767674
300085.0,218.489548480759
300086.0,231.84751675824177
300087.0,334.7791374819625
300088.0,299.87922261904765
300089.0,396.99275079365077
300090.0,241.78913004079254
300091.0,387.22681504883997
300092.0,239.74198829234493
300093.0,158.54363324175822
300094.0,416.7190766594516
300095.0,226.68885631035633
300096.0,423.46841030219787
300097.0,252.4177829337329
300098.0,565.2334871392497
300099.0,376.9397792735043
300100.0,255.99191409423906
300101.0,288.8521312409813
300102.0,275.2403171671466
300103.0,556.8625337301587
300104.0,311.80572916666665
300105.0,226.41867074592074
300106.0,314.53607584670226
300107.0,335.2153335220336
300108.0,299.24734522887246
300109.0,292.48873401320895
300110.0,544.8736696969697
300111.0,473.19371235431225
300112.0,328.36121137057387
300113.0,325.63632905982905
300114.0,313.1398088556868
300115.0,406.9094417388167
300116.0,266.7825506854257
300117.0,259.83933138528135
300118.0,575.666358116883
300119.0,258.51834423615605
300120.0,224.38535551948047
300121.0,236.94957142857137
300122.0,498.3677711760462
300123.0,272.0979791666667
300124.0,486.42325606060615
300125.0,258.8153425324675
300126.0,341.1058165750916
300127.0,402.4599070738441
300128.0,275.10176776556773
300129.0,188.68715414585415
300130.0,283.3213107448107
300131.0,281.445413961039
300132.0,310.33719761072257
300133.0,159.81265765068264
300134.0,334.1418428321678
300135.0,306.07738544788543
300136.0,233.6433554778555
300137.0,206.63465800865796
300138.0,308.96915968508614
300139.0,282.79724318254847
300140.0,279.0973382792861
300141.0,470.4088676587301
300142.0,253.21486752136752
300143.0,288.8208124183006
300144.0,268.24471532079036
300145.0,297.5044394546973
300146.0,421.0072702020202
300147.0,201.9587912267471
300148.0,373.5114983044733
300149.0,413.79150364145664
300150.0,170.95115627705627
300151.0,447.4316085678212
300152.0,356.2843558080808
300153.0,398.37497996031743
300154.0,304.89304502164504
300155.0,349.4651479353979
300156.0,296.3676487193362
300157.0,426.6494440242765
300158.0,173.6931956349206
300159.0,318.405873015873
300160.0,219.73700811965813
300161.0,316.434532571595
300162.0,272.67295735930736
300163.0,333.84755506715504
300164.0,365.76124500254645
300165.0,371.72691612554115
300166.0,238.70044175824174
300167.0,242.37867513736268
300168.0,319.78094062049064
300169.0,341.5928298368299
300170.0,202.83754664502166
300171.0,275.80469056221557
