ID,CODIS
300001.0,329.57508421565694
300002.0,221.77814140323184
300003.0,278.01219328128093
300004.0,361.77453399168763
300005.0,295.31532538602124
300006.0,393.43139206826726
300007.0,430.7343907407027
300008.0,199.61893671947405
300009.0,581.3424475496554
300010.0,532.5447315656947
300011.0,262.5939876585386
300012.0,349.90806046736395
300013.0,242.84875906502108
300014.0,216.62935102101977
300015.0,393.1000076047063
300016.0,196.2627584549937
300017.0,264.81355393296525
300018.0,497.2550219267984
300019.0,299.7467402995741
300020.0,477.4607145975527
300021.0,224.3666850410231
300022.0,375.1075320947652
300023.0,400.83732905305595
300024.0,354.74445601184846
300025.0,303.9319329094083
300026.0,239.04180672949744
300027.0,294.42301673358355
300028.0,395.5268660231736
300029.0,285.88519288039805
300030.0,232.8266745671478
300031.0,398.0254096664594
300032.0,430.29518014468573
300033.0,287.6232660086091
300034.0,405.92766183532035
300035.0,360.1218462237885
300036.0,307.5712351088733
300037.0,153.93581729411537
300038.0,337.0067366033004
300039.0,220.19818401321348
300040.0,208.21190841105008
300041.0,342.79533697915906
300042.0,504.71219967814545
300043.0,280.0640307332864
300044.0,459.43608817364924
300045.0,260.1392770192472
300046.0,309.7705470538095
300047.0,280.7561784974071
300048.0,239.7698723700127
300049.0,372.15712693645816
300050.0,264.54033530851643
300051.0,331.40464347649504
300052.0,290.282434725651
300053.0,308.4481956599235
300054.0,332.8671827587455
300055.0,305.79917823184655
300056.0,375.06305613216796
300057.0,309.0663366880844
300058.0,395.6354061771888
300059.0,286.3910674508149
300060.0,266.250894752442
300061.0,379.92763917839767
300062.0,211.57424988638616
300063.0,186.70918207787955
300064.0,308.0350633215016
300065.0,312.8653660557151
300066.0,221.01424279535473
300067.0,427.8573651324302
300068.0,418.1044567280126
300069.0,408.8874190798958
300070.0,302.52352184361325
300071.0,221.6787598611852
300072.0,326.11953844369685
300073.0,309.09902558292987
300074.0,483.7099173708222
300075.0,367.9302761028099
300076.0,302.9065963973733
300077.0,307.9741232820386
300078.0,350.2298742002132
300079.0,282.7090092296852
300080.0,225.3333758007741
300081.0,208.79136480245293
300082.0,282.8930652669547
300083.0,292.63716418166985
300084.0,336.1229978832164
300085.0,225.49707120060748
300086.0,250.2947246064808
300087.0,320.7928982662086
300088.0,316.3475927608942
300089.0,376.12876447230644
300090.0,250.28512266436988
300091.0,377.77398199430104
300092.0,242.48879674139084
300093.0,175.76172925061337
300094.0,391.6032721357545
300095.0,211.63000332939308
300096.0,429.0398993783747
300097.0,247.58363745538057
300098.0,557.3688071577345
300099.0,381.32837696336225
300100.0,281.73881672002204
300101.0,291.3868889409376
300102.0,276.9534698194036
300103.0,559.8013205876794
300104.0,307.0976939930586
300105.0,284.8153431540332
300106.0,318.23433386581206
300107.0,319.9476062699836
300108.0,295.8909280510668
300109.0,272.69945674675273
300110.0,553.6030793172793
300111.0,462.4308409543248
300112.0,320.7928982662086
300113.0,326.61771146916186
300114.0,350.4744097472777
300115.0,396.4914353802236
300116.0,295.3940095085394
300117.0,279.0103048379448
300118.0,573.3326323989048
300119.0,254.22968498220698
300120.0,231.569661898639
300121.0,239.7698723700127
300122.0,494.60937901112203
300123.0,269.03586291339803
300124.0,491.9163405104905
300125.0,264.2739277907319
300126.0,320.85809250105683
300127.0,433.09987333550305
300128.0,275.2842175606793
300129.0,194.9411910182639
300130.0,273.3964857034746
300131.0,262.0643212856426
300132.0,290.6238444279997
300133.0,189.24787655060095
300134.0,322.4867614809858
300135.0,299.76456151915045
300136.0,247.42384158056785
300137.0,194.39938324976012
300138.0,292.44214656783936
300139.0,292.00550899440356
300140.0,304.8644415573401
300141.0,494.32103592877723
300142.0,281.9517739485281
300143.0,294.0006073473249
300144.0,314.6926734316573
300145.0,289.97364971840585
300146.0,411.31152746008013
300147.0,208.46541747630036
300148.0,386.02191556535536
300149.0,411.57940222870525
300150.0,174.89397682753838
300151.0,437.0507960100535
300152.0,331.01754859554194
300153.0,384.6915044266718
300154.0,321.96884637261013
300155.0,305.7048911909562
300156.0,301.72668876042883
300157.0,389.7807917477396
300158.0,208.65134262229174
300159.0,328.4751018544551
300160.0,213.08300857712393
300161.0,305.4284417343343
300162.0,306.83852687906705
300163.0,309.6323124626181
300164.0,364.65094868231205
300165.0,388.25838943120783
300166.0,240.2394624919119
300167.0,263.2248693871938
300168.0,297.74702469485385
300169.0,311.96069191430587
300170.0,196.20552362476772
300171.0,281.62652693695185
300172.0,315.76791927691585
300173.0,349.93061983179405
300174.0,164.34590695657914
300175.0,307.9350399991292
300176.0,439.57687391960667
300177.0,529.3942350365468
300178.0,308.4914573912807
300179.0,161.28125730543294
300180.0,231.24859226347382
300181.0,256.114544960125
300182.0,281.1228542923857
300183.0,231.24859226347382
300184.0,169.18160466284158
300185.0,276.10999323759006
300186.0,258.4006246535108
300187.0,173.91952009245037
300188.0,295.78394562645775
300189.0,397.2646128205243
300190.0,231.24859226347382
300191.0,343.2025236584787
300192.0,407.3663428814848
300193.0,323.0522638136805
300194.0,307.7155892482442
300195.0,253.57174901346878
300196.0,334.6786877907064
300197.0,349.2780764966444
300198.0,199.15444876555105
300199.0,204.68604394750233
300200.0,496.36987732023437
300201.0,474.66742354710817
300202.0,385.7822354092786
300203.0,335.2113700937537
300204.0,275.826754512579
300205.0,293.7365931613447
300206.0,266.250894752442
300207.0,379.500020973167
300208.0,171.86804415442643
300209.0,254.2512325855731
300210.0,174.89397682753838
300211.0,174.07660543858645
300212.0,217.99173699104261
300213.0,428.4865975437458
300214.0,445.57038577971014
300215.0,197.15146591063512
300216.0,234.03873385398583
300217.0,251.61848157199395
300218.0,268.77321842101105
300219.0,361.48156393457214
300220.0,280.8288450529003
300221.0,476.81530530982485
300222.0,429.9945708508379
300223.0,248.5067746010701
300224.0,276.8295611069482
300225.0,288.47741119573027
300226.0,164.79553128374656
300227.0,285.65387322838484
300228.0,261.9072037543021
300229.0,343.12604524654927
300230.0,287.08708318254344
300231.0,408.2006351756593
300232.0,303.33146100438745
300233.0,331.3455980686209
300234.0,308.70927499895265
300235.0,279.04526670350253
300236.0,266.8863944519327
300237.0,346.96081304693695
300238.0,609.7265110995329
300239.0,247.75429866339476
300240.0,310.04896649318897
300241.0,267.6999817191681
300242.0,262.2891322268024
300243.0,274.76868223598984
300244.0,411.832968383685
300245.0,231.34230322150725
300246.0,621.2982750458366
300247.0,300.034828244675
300248.0,282.8930652669547
300249.0,289.6519618503125
300250.0,340.00258702751984
300251.0,275.6005843803327
300252.0,254.39554181801813
300253.0,217.18395656035779
300254.0,295.40091602243183
300255.0,305.0397527844429
300256.0,300.5618091662365
300257.0,356.8774957123257
300258.0,369.0965032891346
300259.0,340.1551624272978
300260.0,253.97671552668308
300261.0,225.53348701805137
300262.0,225.53348701805137
300263.0,312.6215173270167
300264.0,267.64850851462245
300265.0,315.21088876889917
300266.0,226.30544398985646
300267.0,398.9013942764203
300268.0,268.1985785002536
300269.0,476.28855114798256
300270.0,284.44130699181346
300271.0,474.5701340573729
300272.0,238.9560048401727
300273.0,405.380832887895
300274.0,274.0748147823358
300275.0,285.4353967112124
300276.0,382.6507373547149
300277.0,375.828884715684
300278.0,339.2710253618228
300279.0,310.67227517847635
300280.0,336.08320078495217
300281.0,370.4545900164528
300282.0,263.37521497238714
300283.0,319.0211238955774
300284.0,302.96714838930717
300285.0,312.5031906716065
300286.0,395.76260941373187
300287.0,330.1505437486938
300288.0,262.8186734451638
300289.0,340.5625707777675
300290.0,291.7245492017262
300291.0,377.6552753804376
300292.0,297.94772423007646
300293.0,392.2800292051373
300294.0,488.6120132940714
300295.0,334.26351383094436
300296.0,388.7535427191185
300297.0,354.09186400265975
300298.0,237.6278438564029
300299.0,371.23096473196205
300300.0,417.08877733117487
300301.0,504.1609728453825
300302.0,544.5267839294206
300303.0,335.82540026356247
300304.0,367.52275388642823
300305.0,512.2346219409268
300306.0,535.8889092373852
300307.0,344.94043391876886
300308.0,267.32762776007064
300309.0,311.22801915067834
300310.0,387.74789053622396
300311.0,363.25529822815474
300312.0,351.1508369714442
300313.0,445.70468985161534
300314.0,345.7077584885698
300315.0,319.17130861868696
300316.0,307.8146858922262
300317.0,351.76644924630335
300318.0,281.09196972014337
300319.0,510.2130981771717
300320.0,422.71504620806985
300321.0,357.0197526987159
300322.0,362.0402154818875
300323.0,453.56495623830926
300324.0,363.88971839552505
300325.0,386.89848057580804
300326.0,169.2642381355934
300327.0,308.05399818771815
300328.0,335.11018621638016
300329.0,255.613713780678
300330.0,225.95256135853933
300331.0,304.4957515853377
300332.0,487.00624965733334
300333.0,437.22673379037286
300334.0,569.4849572657931
300335.0,272.49945728305823
300336.0,694.315822845561
300337.0,560.1661480734856
300338.0,312.5369028899023
300339.0,273.0869432475575
300340.0,373.7241279777948
300341.0,320.1167364818142
300342.0,280.1278543574413
300343.0,235.94372179341713
300344.0,499.15384759909824
300345.0,374.2889766982664
300346.0,211.8241478669951
300347.0,355.0781776948398
300348.0,222.94442531811535
300349.0,256.84003793462085
300350.0,342.0983375020155
300351.0,220.71252515926673
300352.0,406.8179775978625
300353.0,394.36984662639816
300354.0,244.051252054652
300355.0,313.08138541369533
300356.0,267.6760937551918
300357.0,230.6770003196967
300358.0,298.17476037266994
300359.0,224.01429287840853
300360.0,348.93241828714895
300361.0,295.1691595989764
300362.0,277.87826692106114
300363.0,254.82169154680935
300364.0,255.84743954896913
300365.0,399.804014139318
300366.0,456.9756791854931
300367.0,268.0528005173123
300368.0,242.2217336897737
300369.0,402.1461028798836
300370.0,432.54831556750844
300371.0,409.4019480332993
300372.0,467.58638385897086
300373.0,325.063733883264
300374.0,299.4150289276629
300375.0,374.8814590978864
300376.0,309.8438288001382
300377.0,522.9657297925878
300378.0,293.15871415537123
300379.0,230.1928314971515
300380.0,245.50866618475706
300381.0,448.8159752658914
300382.0,513.8473542747929
300383.0,206.5119311654542
300384.0,217.29774483086382
300385.0,298.24903722495196
300386.0,382.0536814830244
300387.0,270.4162545891744
300388.0,289.68381222700935
300389.0,253.8797331566427
300390.0,280.0055151529583
300391.0,301.6948682711418
300392.0,348.3971873267653
300393.0,428.21886214177823
300394.0,396.27446676562005
300395.0,291.52762735242806
300396.0,261.5976933223379
300397.0,349.9906405811978
300398.0,402.0745695947438
300399.0,348.3971873267653
300400.0,364.9240082370816
300401.0,390.6353396125759
300402.0,283.8617146367349
300403.0,231.51830884324127
