id,prime_preds
300001.0,295.39930928793433
300002.0,227.89223055555553
300003.0,265.71832512691986
300004.0,352.3284945526695
300005.0,322.57456281729964
300006.0,388.11784177489176
300007.0,409.6626686868687
300008.0,191.59063640379225
300009.0,570.5296428571428
300010.0,535.1491097985348
300011.0,278.3994523268399
300012.0,291.0177924159174
300013.0,222.79726011904762
300014.0,213.1602079059829
300015.0,398.51967272727273
300016.0,188.0867727106227
300017.0,278.7305578934138
300018.0,439.5719506604507
300019.0,318.00019673202615
300020.0,448.1909969918969
300021.0,225.69360720529477
300022.0,416.8845868742369
300023.0,384.49097936507934
300024.0,367.5940167221667
300025.0,313.4572737262737
300026.0,227.19763109031493
300027.0,299.09174455128203
300028.0,391.50504605182397
300029.0,270.9737825091575
300030.0,217.68008412698413
300031.0,424.478679004329
300032.0,431.9424591800356
300033.0,272.1781656056362
300034.0,412.5319616782341
300035.0,357.59677254689757
300036.0,310.0917643523144
300037.0,158.80285714285714
300038.0,329.36040811965813
300039.0,227.2458427960928
300040.0,200.59662085137086
300041.0,326.2133088023088
300042.0,540.9248060682008
300043.0,262.03499342324346
300044.0,432.8251107843138
300045.0,265.92776212121214
300046.0,311.5097047008547
300047.0,275.4761571761572
300048.0,240.0410103715729
300049.0,369.2569507936508
300050.0,267.5802919580419
300051.0,309.96748360814024
300052.0,285.46236515151514
300053.0,294.8810085137085
300054.0,377.5287837606837
300055.0,302.96880264180265
300056.0,359.73561987734485
300057.0,300.65735601604274
300058.0,394.18835119047617
300059.0,300.47724004329007
300060.0,256.59026825396825
300061.0,343.84316666666666
300062.0,224.62199880952386
300063.0,173.4465811147186
300064.0,324.3045602813853
300065.0,339.57977164502165
300066.0,221.86354395604394
300067.0,446.3504792124542
300068.0,441.15649013209014
300069.0,395.1012490450726
300070.0,303.386647000222
300071.0,199.27790912698416
300072.0,309.32059873737376
300073.0,328.8960214868465
300074.0,499.49470556404384
300075.0,363.2976905844156
300076.0,296.72989352869354
300077.0,317.192106043956
300078.0,341.57959339761544
300079.0,278.32598169934636
300080.0,219.82934813519813
300081.0,193.263846969697
300082.0,275.9180821428571
300083.0,310.2727252164502
300084.0,351.2279587301588
300085.0,225.8618156981907
300086.0,241.48365382395377
300087.0,312.82313868092695
300088.0,291.4347769576571
300089.0,386.8218438228438
300090.0,243.421002014652
300091.0,362.7842996031746
300092.0,247.09645213675213
300093.0,164.8027107142857
300094.0,410.7671628261445
300095.0,238.67306944444445
300096.0,415.2655222749472
300097.0,237.9043210816961
300098.0,597.2395233766233
300099.0,375.2135843434343
300100.0,262.87461683781896
300101.0,288.67037916666663
300102.0,281.3596360500611
300103.0,558.2499803280053
300104.0,306.18387664884136
300105.0,227.04763354700853
300106.0,315.59937815517816
300107.0,334.53686517094013
300108.0,284.7150253968254
300109.0,261.11410281728075
300110.0,523.5230483960484
300111.0,458.15692922077915
300112.0,321.876213003663
300113.0,307.15054898347273
300114.0,324.98660155400154
300115.0,435.78617667748915
300116.0,261.58633373015874
300117.0,274.87580526646553
300118.0,580.5402989177489
300119.0,259.2939211038961
300120.0,234.88062752525258
300121.0,239.13817604617606
300122.0,471.0391298701299
300123.0,247.313728238265
