id,prime_preds
300001.0,276.2866666666667
300002.0,213.962
300003.0,254.94333333333336
300004.0,305.48199999999997
300005.0,316.48400000000004
300006.0,391.52571428571434
300007.0,433.215
300008.0,182.42428571428567
300009.0,560.3666666666667
300010.0,501.35333333333335
300011.0,280.22400000000005
300012.0,255.1242857142857
300013.0,203.03166666666667
300014.0,247.66166666666666
300015.0,384.8228571428571
300016.0,197.56199999999998
300017.0,283.3175
300018.0,505.4055555555555
300019.0,343.63800000000003
300020.0,409.0733333333333
300021.0,242.15
300022.0,445.905
300023.0,440.28333333333336
300024.0,378.09799999999996
300025.0,350.53999999999996
300026.0,211.94400000000002
300027.0,303.69399999999996
300028.0,440.744
300029.0,242.11666666666667
300030.0,209.14333333333335
300031.0,402.34125
300032.0,548.1874999999999
300033.0,282.1139999999999
300034.0,405.10600000000005
300035.0,382.65624999999994
300036.0,370.5333333333333
300037.0,186.158
300038.0,304.6555555555555
300039.0,228.74833333333333
300040.0,220.50166666666667
300041.0,360.2657142857143
300042.0,539.038
300043.0,283.256
300044.0,469.31
300045.0,239.27200000000002
300046.0,300.48500000000007
300047.0,257.742
300048.0,231.96142857142857
300049.0,399.7628571428572
300050.0,216.692
300051.0,306.4083333333333
300052.0,251.64857142857142
300053.0,305.88375
300054.0,372.4757142857143
300055.0,274.4814285714286
300056.0,445.79571428571427
300057.0,309.9266666666667
300058.0,426.7433333333333
300059.0,292.2071428571429
300060.0,265.11
300061.0,389.99
300062.0,196.58
300063.0,169.82000000000002
300064.0,352.268
300065.0,300.76599999999996
300066.0,241.898
300067.0,529.9785714285714
300068.0,484.26000000000005
300069.0,366.35999999999996
300070.0,321.236
300071.0,203.416
300072.0,351.7442857142857
300073.0,329.4222222222222
300074.0,534.3033333333333
300075.0,320.11499999999995
300076.0,304.31800000000004
300077.0,268.8857142857143
300078.0,352.404
300079.0,235.40666666666667
300080.0,239.2783333333333
300081.0,177.244
300082.0,280.92375
300083.0,273.89400000000006
300084.0,288.582
300085.0,223.38833333333332
300086.0,234.20555555555555
300087.0,308.06800000000004
300088.0,259.108
300089.0,427.09
300090.0,223.415
300091.0,322.11
