id,prime_preds
300001.0,334.13519293226557
300002.0,224.17153294282068
300003.0,277.9743071998238
300004.0,362.2454491062325
300005.0,295.74031098880926
300006.0,395.1895713591424
300007.0,431.73134034276
300008.0,199.4826687872118
300009.0,578.5042518319782
300010.0,532.9984299957102
300011.0,262.94944888263166
300012.0,347.1970498256257
300013.0,244.67617009690056
300014.0,218.8932204522819
300015.0,379.51301748184983
300016.0,197.47308778482363
300017.0,269.9891046761591
300018.0,492.08462433195245
300019.0,299.45334469538085
300020.0,481.05218115100996
300021.0,224.28544696826233
300022.0,380.42553424549595
300023.0,409.37757082865494
300024.0,354.481985038254
300025.0,302.42154805951765
300026.0,239.87469909461953
300027.0,293.28235436918686
300028.0,397.6741826966861
300029.0,285.73764608700964
300030.0,228.91706176103708
300031.0,397.5952095727962
300032.0,439.08805939324384
300033.0,286.40816954651655
300034.0,409.43121222551383
300035.0,356.397296669722
300036.0,307.3219328175946
300037.0,151.73013225236792
300038.0,340.79104449556434
300039.0,220.05112843461038
300040.0,206.39834274601108
300041.0,338.9163332141148
300042.0,507.4741432441659
300043.0,282.262962788091
300044.0,455.9741043882785
300045.0,260.0485581287341
300046.0,311.25278029858634
300047.0,282.5989765876932
300048.0,236.0122016088605
300049.0,375.9795802469417
300050.0,265.22099609437
300051.0,336.11229373610405
300052.0,284.9703300644891
300053.0,304.51187069427124
300054.0,338.012189059501
300055.0,306.37448226453404
300056.0,362.11339219148607
300057.0,310.3408917746711
300058.0,377.3296491436163
300059.0,295.0463602694515
300060.0,267.55762446139084
300061.0,377.9763433272679
300062.0,208.0873108846209
300063.0,181.27089834480188
300064.0,309.65887628142036
300065.0,307.7164145430406
300066.0,221.91187504826456
300067.0,426.888725943926
300068.0,419.9245834149743
300069.0,402.64499930091057
300070.0,306.1981797768042
300071.0,220.69739409040648
300072.0,325.5263415651131
300073.0,306.081717518024
300074.0,472.4244189684906
300075.0,369.2703144787996
300076.0,301.8383800104653
300077.0,306.3280290374023
300078.0,351.9053157365587
300079.0,291.3944270092692
