ID;CODIS
300001;276.2866666666667
300002;187.67428571428576
300003;258.504
300004;344.3666666666666
300005;356.12125000000003
300006;423.10600000000005
300007;433.21500000000003
300008;187.45999999999998
300009;570.5385714285715
300010;501.35333333333335
300011;286.8777777777778
300012;369.68999999999994
300013;203.03166666666667
300014;247.66166666666666
300015;384.8228571428571
300016;153.73125
300017;300.41999999999996
300018;505.4055555555555
300019;343.63800000000003
300020;409.0733333333333
300021;223.295
300022;445.905
300023;440.28333333333336
300024;378.09799999999996
300025;350.53999999999996
300026;211.94400000000002
300027;332.63199999999995
300028;440.744
300029;272.40857142857146
300030;200.954
300031;402.34125
300032;388.78125
300033;280.71
300034;405.10600000000005
300035;382.65625
300036;370.53333333333325
300037;174.39666666666668
300038;304.6555555555555
300039;224.4011111111111
300040;187.448
300041;341.01599999999996
300042;539.0380000000001
300043;283.256
300044;469.31
300045;301.4542857142857
300046;333.3633333333334
300047;277.7066666666667
300048;248.95999999999998
300049;387.63250000000005
300050;249.18571428571428
300051;306.4083333333333
300052;307.428
300053;347.1816666666667
300054;386.5457142857143
300055;337.215
300056;445.79571428571427
300057;287.796
300058;426.74333333333334
300059;292.2071428571429
300060;272.54
300061;367.44624999999996
300062;196.57999999999998
300063;169.82000000000002
300064;352.268
300065;300.76599999999996
300066;241.898
300067;529.9785714285714
300068;484.26000000000005
300069;366.36
300070;320.944
300071;203.416
300072;269.95000000000005
300073;317.578
300074;534.3033333333333
300075;320.11499999999995
300076;324.172
300077;344.435
300078;352.404
300079;235.40666666666667
300080;216.64000000000001
300081;177.244
300082;280.92375
300083;295.4533333333333
300084;303.408
300085;185.58571428571426
300086;249.7525
300087;308.06800000000004
300088;259.108
300089;427.09
300090;240.85375000000005
300091;322.11
300092;239.13166666666666
300093;157.76
300094;471.60200000000003
300095;259.89750000000004
300096;417.93600000000004
300097;228.7525
300098;565.1700000000001
300099;384.29
300100;274.83000000000004
300101;309.216
300102;285.304
300103;586.8375
300104;284.42625
300105;228.6114285714286
300106;281.96285714285716
300107;309.0575
300108;304.456
300109;298.57500000000005
300110;470.5871428571428
300111;437.90666666666664
300112;316.21999999999997
300113;336.43199999999996
300114;335.27500000000003
300115;433.23625
300116;251.6325
300117;278.418
300118;577.298
300119;267.736
300120;230.06
300121;281.70666666666665
300122;565.702
300123;260.2457142857143
300124;446.41999999999996
300125;294.7016666666667
300126;357.57
300127;383.50888888888886
300128;278.2275
300129;190.47
300130;307.03833333333336
300131;240.76666666666668
300132;282.17285714285714
300133;161.25857142857143
300134;329.48249999999996
300135;267.06399999999996
300136;251.17375000000004
300137;200.63
300138;297.24999999999994
300139;285.38666666666666
300140;316.97555555555556
300141;473.80499999999995
300142;264.78599999999994
300143;318.26250000000005
300144;273.5711111111111
300145;338.116
300146;457.174
300147;215.06857142857143
300148;391.61428571428576
300149;357.826
300150;160.98571428571427
300151;508.67800000000005
300152;348.42
300153;403.19666666666666
300154;254.82333333333335
300155;311.92999999999995
300156;336.754
300157;325.87833333333333
300158;164.57833333333335
300159;365.34800000000007
300160;215.66555555555553
300161;362.774
300162;235.65714285714287
300163;308.96
300164;417.046
300165;318.97166666666664
300166;241.11375
300167;185.26
300168;317.12399999999997
300169;255.15249999999997
300170;176.91625000000002
300171;282.99833333333333
300172;384.9985714285714
300173;432.514
300174;167.39399999999998
300175;314.545
300176;421.07399999999996
300177;486.80222222222227
300178;286.98400000000004
300179;195.80166666666665
300180;274.6116666666666
300181;256.6128571428571
300182;313.19
300183;241.56625
300184;165.11714285714285
300185;289.43833333333333
300186;216.64000000000001
300187;155.9333333333333
300188;229.62000000000003
300189;376.74500000000006
300190;207.158
300191;299.8742857142857
300192;472.1139999999999
300193;355.68666666666667
300194;247.18999999999997
300195;268.06
300196;271.1166666666666
300197;340.11
300198;204.116
300199;200.3516666666667
300200;655.5555555555557
300201;529.3842857142857
300202;292.07
300203;332.44124999999997
300204;236.28666666666666
300205;343.88124999999997
300206;243.77249999999998
300207;434.935
300208;164.29199999999997
300209;264.316
300210;178.10600000000002
300211;172.36333333333334
300212;249.92799999999997
300213;420.21000000000004
300214;522.2760000000001
300215;193.1866666666667
300216;238.83800000000002
300217;273.6744444444444
300218;242.40333333333334
300219;369.73400000000004
300220;299.71400000000006
300221;497.57428571428574
300222;388.3233333333333
300223;260.35
300224;257.078
300225;291.7366666666668
300226;160.50714285714284
300227;253.1833333333333
300228;256.434
300229;343.03333333333336
300230;284.052
300231;411.54125
300232;323.88666666666666
300233;343.06
300234;361.21
300235;251.47444444444443
300236;287.15888888888884
300237;363.61999999999995
300238;514.25
300239;196.698
300240;318.86400000000003
300241;261.9014285714286
300242;213.52142857142857
300243;242.09285714285713
300244;427.66999999999996
300245;240.83
300246;518.282
300247;322.26500000000004
300248;301.894
300249;280.97999999999996
300250;272.3157142857143
300251;270.29
300252;283.56399999999996
300253;170.118
300254;304.3955555555556
300255;304.3955555555556
300256;281.4342857142857
300257;371.08666666666664
300258;390.7316666666666
300259;362.83571428571435
300260;265.20500000000004
300261;231.044
300262;231.044
300263;309.654
300264;254.724
300265;253.71714285714285
300266;212.32571428571424
300267;437.78999999999996
300268;305.72333333333336
300269;428.90875000000005
300270;213.73600000000002
300271;542.0550000000001
300272;217.88285714285715
300273;421.43600000000004
300274;258.915
300275;251.16000000000003
300276;419.592
300277;385.99000000000007
300278;337.69444444444446
300279;309.22666666666663
300280;329.20125
300281;344.6411111111112
300282;297.07666666666665
300283;298.92833333333334
300284;312.944
300285;271.2628571428571
300286;408.37125
300287;380.65166666666664
300288;216.46400000000003
300289;304.9142857142857
300290;234.302
300291;340.93666666666667
300292;247.8066666666667
300293;406.9
300294;414.09
300295;272.788
300296;377.00777777777773
300297;297.57375
300298;263.846
300299;411.4385714285714
300300;409.2366666666667
300301;550.404
300302;570.1885714285714
300303;317.148
300304;465.92428571428576
300305;453.6983333333333
300306;599.95
300307;316.83125
300308;245.305
300309;319.39777777777783
300310;322.90222222222224
300311;388.948
300312;384.70799999999997
300313;370.45166666666665
300314;392.76
300315;292.04
300316;294.898
300317;422.09222222222223
300318;266.94875
300319;525.4916666666667
300320;407.88999999999993
300321;305.952
300322;375.508
300323;465.05
300324;347.35875000000004
300325;342.96333333333337
300326;162.058
300327;303.23
300328;327.562
300329;289.9916666666667
300330;229.2275
300331;335.34999999999997
300332;477.9942857142858
300333;410.68600000000004
300334;636.5
300335;245.94571428571427
300336;679.9344444444446
300337;475.11199999999997
300338;263.708
300339;259.7157142857143
300340;359.70428571428573
300341;336.92111111111114
300342;290.87
300343;206.33777777777777
300344;451.03444444444443
300345;389.43
300346;192.60999999999999
300347;359.5566666666667
300348;203.16857142857143
300349;235.552
300350;382.8333333333333
300351;211.74200000000002
300352;419.956
300353;402.034
300354;243.156
300355;351.32399999999996
300356;228.47000000000003
300357;185.24
300358;246.02499999999998
300359;218.095
300360;350.0577777777778
300361;284.9428571428571
300362;314.92600000000004
300363;296.04285714285714
300364;296.04285714285714
300365;363.594
300366;384.27125
300367;280.4214285714285
300368;210.05285714285714
300369;465.51000000000005
300370;412.534
300371;413.6259999999999
300372;449.89166666666665
300373;278.72499999999997
300374;295.4533333333333
300375;354.30400000000003
300376;409.166
300377;482.49714285714293
300378;245.03111111111113
300379;283.9216666666667
300380;295.08000000000004
300381;443.7914285714286
300382;555.8300000000002
300383;205.82714285714286
300384;234.06444444444443
300385;275.78333333333336
300386;347.67400000000004
300387;241.0477777777778
300388;238.73666666666665
300389;218.32888888888886
300390;279.42999999999995
300391;336.01250000000005
300392;375.62
300393;388.74875000000003
300394;372.80375
300395;309.254
300396;245.67166666666665
300397;324.68285714285713
300398;391.18285714285713
300399;399.37199999999996
300400;322.7183333333333
300401;438.32
300402;306.63399999999996
300403;203.47
300404;256.1677777777778
300405;284.1111111111111
300406;692.466
300407;433.26000000000005
300408;358.99444444444447
300409;266.25
300410;274.26000000000005
300411;280.354
300412;527.385
300413;214.03428571428574
300414;245.73874999999998
300415;370.48
300416;358.91499999999996
300417;281.072
300418;250.61166666666668
300419;461.854
300420;325.72625
300421;354.94
300422;348.29249999999996
300423;454.87399999999997
300424;401.0183333333334
300425;266.97999999999996
300426;270.4071428571429
300427;310.96999999999997
300428;621.6685714285715
300429;472.41333333333336
300430;385.11199999999997
300431;427.49333333333334
300432;216.67428571428576
300433;333.4011111111111
300434;353.2633333333333
300435;241.006
300436;299.64375
300437;470.09
300438;465.04833333333335
300439;348.84142857142854
