id,prime_preds
300001.0,388.47098575499933
300002.0,259.8716439102994
300003.0,258.8029488248815
300004.0,334.11253018167463
300005.0,279.0029766958641
300006.0,447.7003714081594
300007.0,529.0728015459867
300008.0,197.02090438635207
300009.0,529.6638278264004
300010.0,503.3737446422291
300011.0,285.84284417229145
300012.0,455.5941917868465
300013.0,278.54781289507923
300014.0,215.63270956638732
300015.0,376.150185257926
300016.0,231.57209023432964
300017.0,249.33542638543452
300018.0,406.8236314527619
300019.0,261.9709905492553
300020.0,505.5303765743282
300021.0,229.85001729467533
300022.0,422.10516356825065
300023.0,433.6503697211518
300024.0,341.31741375474235
300025.0,252.6351557060208
300026.0,274.7387102278889
300027.0,275.4130482873626
300028.0,367.33496302599934
300029.0,236.41237866181925
300030.0,204.6841237353609
300031.0,400.0147098485895
300032.0,449.1473082442791
300033.0,289.0464971275236
300034.0,392.28507865257825
300035.0,366.0699352917189
300036.0,315.34047880426135
300037.0,157.65745595763573
300038.0,292.41407722765143
300039.0,258.6231776503502
300040.0,299.5000114958235
300041.0,339.85088450572863
300042.0,441.9676617894819
300043.0,264.96218895112656
300044.0,516.462418441517
300045.0,373.5524106423464
300046.0,292.23745687032846
300047.0,327.23407465795276
300048.0,298.83885320522916
300049.0,303.68302121978115
300050.0,356.37763204005995
300051.0,283.93205382759095
300052.0,391.11512464784533
300053.0,381.99188826182063
300054.0,382.20112359210725
300055.0,331.2941465657527
300056.0,418.9396156382339
300057.0,295.87065358520607
300058.0,381.86251704832557
300059.0,374.0729414010245
300060.0,277.4963309535463
300061.0,428.08586806462245
300062.0,237.8715467013869
300063.0,212.38805776759912
300064.0,340.3093526856416
300065.0,252.86478792325843
300066.0,201.0009936190866
300067.0,445.1624159425056
300068.0,362.41338644204797
300069.0,346.1549909518685
300070.0,357.11719505233026
300071.0,238.05009219581422
300072.0,421.7821682533505
300073.0,322.5226149952851
300074.0,401.9898295995944
300075.0,285.195911028533
300076.0,255.96537621378928
300077.0,290.2108481545896
300078.0,356.79579844676175
300079.0,308.7120153429801
300080.0,299.4396322602409
300081.0,286.94727067174506
300082.0,293.7628723211673
300083.0,365.1253063476038
300084.0,427.0629401289425
300085.0,182.84301454891263
300086.0,258.39809412954173
300087.0,305.66144799605524
300088.0,302.3383188466616
300089.0,295.7116448329427
300090.0,275.2677837052247
300091.0,428.79674491323254
300092.0,304.44413371862646
300093.0,122.47042951776649
300094.0,326.3475551132955
300095.0,261.05898455112435
300096.0,336.8673525288828
300097.0,289.3823676454225
300098.0,521.9501470403187
300099.0,380.8844301537648
300100.0,333.4217821231216
300101.0,286.4354611732991
300102.0,265.8291232428049
300103.0,525.5447595703206
300104.0,268.18249907907574
300105.0,288.7670492742099
300106.0,364.11356850950864
300107.0,313.98660377454615
300108.0,256.4701178578422
300109.0,323.8067864033993
300110.0,515.6147420288178
300111.0,430.4536669485341
300112.0,324.88264185845037
300113.0,308.49499871074573
300114.0,345.14075578631264
300115.0,424.133628861945
300116.0,301.4351323693654
300117.0,326.10235648497104
300118.0,462.2257410818472
300119.0,210.70430303853638
300120.0,172.14659735325458
300121.0,151.7182383848964
300122.0,460.51939747317954
300123.0,250.8745524309936
300124.0,459.31531495112046
300125.0,284.1428681359084
300126.0,345.6095440496072
300127.0,416.5882427399815
300128.0,232.63218079478847
300129.0,247.6958879237881
300130.0,242.4374352416384
300131.0,147.74542180917175
300132.0,175.58895754542894
300133.0,150.87399605958478
300134.0,403.6610094397145
300135.0,284.4175803274351
300136.0,247.45031113013437
300137.0,242.12797045459007
300138.0,304.0283357669962
300139.0,303.69139876809
300140.0,329.2069610389572
300141.0,473.4429525457808
300142.0,303.2095646350084
300143.0,292.59292029481253
300144.0,386.87269025476104
300145.0,365.78736799053405
300146.0,433.49914072559056
300147.0,255.39036359493045
300148.0,363.5216981157894
300149.0,402.8847015821475
300150.0,185.73581630575634
300151.0,546.9574590948453
300152.0,345.5089814280325
300153.0,391.9262602141387
300154.0,267.7400819891461
300155.0,256.78973809691666
300156.0,402.5844986934274
300157.0,358.5914851406457
300158.0,204.5000359080547
300159.0,377.4101208902408
300160.0,232.33923621061572
300161.0,248.9405720720701
300162.0,264.2311619067258
300163.0,380.85435373236214
300164.0,265.63085218639446
300165.0,381.51794899757033
300166.0,260.1003754352231
300167.0,231.3053986718389
300168.0,308.018298414954
300169.0,286.69126929868884
300170.0,241.79095594913997
300171.0,268.26236900877205
300172.0,368.92393264776695
300173.0,372.70022235452336
300174.0,163.23013292982662
300175.0,272.60786001688103
300176.0,489.36191696882076
300177.0,435.56280051784404
300178.0,280.2115456196578
300179.0,162.1525373468626
300180.0,210.6531216075378
300181.0,274.90582122510654
300182.0,276.97137532793425
300183.0,206.39568591289117
300184.0,171.01307202980712
300185.0,314.12759209652626
300186.0,265.3187900008754
300187.0,207.4386225413324
300188.0,368.9120826282033
300189.0,423.12730163322146
300190.0,203.8364631563826
300191.0,305.2950962760367
300192.0,455.8724891090297
300193.0,335.6444075824537
300194.0,326.49257689714125
300195.0,269.78985672541967
